시장,섹터,유니버스종목수,신고가,신저가,순강도(신고-신저),판정,PER(TTM중앙값),PBR(중앙값)
미국,Finance,165,6,0,6,강세,18.6,2.2
미국,Energy Minerals,22,4,0,4,강세,17.4,2.0
미국,Utilities,40,3,0,3,강세,22.3,2.2
미국,Technology Services,87,3,1,2,강세,31.9,6.5
미국,Health Services,15,1,0,1,강세,22.7,2.8
미국,Industrial Services,34,2,1,1,강세,27.6,5.4
미국,Process Industries,23,1,0,1,강세,28.0,3.0
미국,Transportation,26,1,0,1,강세,30.7,4.8
미국,Communications,11,0,1,-1,약세,10.6,3.8
미국,Consumer Services,37,0,1,-1,약세,23.8,4.7
미국,Producer Manufacturing,56,0,1,-1,약세,33.2,5.9
미국,Retail Trade,32,0,1,-1,약세,25.4,7.8
미국,Electronic Technology,94,0,2,-2,약세,43.9,8.5
미국,Health Technology,68,1,3,-2,약세,29.6,5.2
미국,Non-Energy Minerals,26,0,2,-2,약세,22.6,2.9
미국,Commercial Services,20,0,0,0,-,36.0,5.7
미국,Consumer Durables,19,0,0,0,-,21.0,3.1
미국,Consumer Non-Durables,38,1,1,0,혼조,22.6,3.0
미국,Distribution Services,15,1,1,0,혼조,24.2,4.8
미국,Miscellaneous,3,0,0,0,-,55.6,8.2
일본,Health Technology,10,2,0,2,강세,20.0,2.1
일본,Commercial Services,1,1,0,1,강세,24.2,2.1
일본,Communications,4,1,0,1,강세,13.9,2.0
일본,Consumer Durables,11,1,0,1,강세,16.8,1.3
일본,Consumer Non-Durables,8,1,0,1,강세,25.7,2.8
일본,Consumer Services,1,1,0,1,강세,36.8,4.1
일본,Electronic Technology,12,1,0,1,강세,42.7,4.0
일본,Finance,26,1,0,1,강세,16.3,1.4
일본,Non-Energy Minerals,4,1,0,1,강세,25.8,2.6
일본,Distribution Services,5,0,0,0,-,18.5,1.8
일본,Energy Minerals,2,0,0,0,-,12.3,0.9
일본,Industrial Services,2,0,0,0,-,13.9,2.1
일본,Process Industries,8,0,0,0,-,18.8,1.8
일본,Producer Manufacturing,23,0,0,0,-,28.7,3.3
일본,Retail Trade,5,0,0,0,-,32.4,3.1
일본,Technology Services,8,0,0,0,-,23.1,3.2
일본,Transportation,5,0,0,0,-,11.3,0.8
일본,Utilities,4,0,0,0,-,9.4,1.0
홍콩,Consumer Durables,13,1,0,1,강세,12.7,2.3
홍콩,Transportation,13,1,0,1,강세,13.3,1.5
홍콩,Electronic Technology,16,0,2,-2,약세,90.3,4.7
홍콩,Process Industries,3,0,2,-2,약세,21.6,1.5
홍콩,Commercial Services,1,0,0,0,-,10.4,2.1
홍콩,Communications,5,0,0,0,-,12.4,0.8
홍콩,Consumer Non-Durables,9,0,0,0,-,15.1,2.5
홍콩,Consumer Services,6,0,0,0,-,15.6,5.5
홍콩,Distribution Services,3,0,0,0,-,11.4,3.4
홍콩,Energy Minerals,6,0,0,0,-,11.4,1.1
홍콩,Finance,46,0,0,0,-,7.6,0.7
홍콩,Health Technology,10,0,0,0,-,34.1,5.0
홍콩,Industrial Services,3,0,0,0,-,3.9,0.2
홍콩,Non-Energy Minerals,7,0,0,0,-,13.3,2.3
홍콩,Producer Manufacturing,12,0,0,0,-,24.9,2.7
홍콩,Retail Trade,6,0,0,0,-,20.9,1.7
홍콩,Technology Services,6,0,0,0,-,17.1,3.1
홍콩,Utilities,9,0,0,0,-,14.3,1.2
중국A,Utilities,15,4,0,4,강세,20.3,1.7
중국A,Finance,42,3,1,2,강세,6.9,0.8
중국A,Consumer Durables,9,1,0,1,강세,15.3,2.7
중국A,Transportation,10,1,0,1,강세,15.9,1.7
중국A,Commercial Services,1,0,1,-1,약세,,15.6
중국A,Communications,4,0,1,-1,약세,16.5,1.3
중국A,Industrial Services,7,0,1,-1,약세,7.5,0.4
중국A,Technology Services,11,0,2,-2,약세,51.3,7.6
중국A,Non-Energy Minerals,16,0,3,-3,약세,16.4,2.7
중국A,Process Industries,18,0,3,-3,약세,25.2,3.0
중국A,Producer Manufacturing,43,1,7,-6,약세,39.0,4.9
중국A,Electronic Technology,64,1,11,-10,약세,70.2,11.3
중국A,Consumer Non-Durables,8,0,0,0,-,19.2,3.5
중국A,Distribution Services,3,0,0,0,-,25.4,2.3
중국A,Energy Minerals,7,0,0,0,-,14.3,1.8
중국A,Health Services,1,0,0,0,-,24.1,3.5
중국A,Health Technology,11,0,0,0,-,45.0,4.6
중국A,Retail Trade,1,0,0,0,-,,1.9
