시장,티커,섹터,코멘트,1D,1주,1M,3M,YTD26,순위26,YTD25,순위25,YTD24,순위24,YTD23,순위23,YTD22,순위22,YTD21,순위21,YTD20,순위20
미국,XLK US,테크,"테크 +1.5%, 나스닥 강세 견인. 순강도+10 강세 지속(12MF PER 22.9)",1.5,2.1,-1.4,10.1,24.0,2,24.6,1,21.6,5,56.0,1,-27.7,9,34.7,4,43.6,1.0
미국,XLV US,헬스케어,"헬스케어 -0.2% 부진, 아스트라제네카 BMS 합병설 급락 부담",-0.2,-0.7,-0.9,12.3,5.7,7,14.5,6,2.5,10,2.1,8,-2.1,4,26.0,7,13.3,5.0
미국,XLF US,금융,"금융 +0.8%, 신고22·순강도+22 미 최강 섹터. 실적시즌 수혜(PER 15.5)",0.8,0.9,3.2,10.9,5.7,7,14.9,5,30.6,2,12.0,7,-10.6,6,34.8,3,-1.7,9.0
미국,XLY US,경기소비재,"경기소비재 +1.8% 강세, 위험선호 재개. 단 매리어트는 가이던스 하회로 급락",1.8,6.6,0.9,-0.2,-0.6,10,7.4,9,26.5,3,39.6,3,-36.3,10,27.9,5,29.6,2.0
미국,XLC US,커뮤니케이션,"커뮤니케이션 +2.9% 당일 최강, 대형테크 랠리 주도",2.9,3.4,1.6,-4.4,-4.9,11,23.1,2,34.7,1,52.8,2,-37.6,11,16.0,11,26.9,3.0
미국,XLI US,산업재,"산업재 +1.8%, 이튼·CNH·인거솔랜드 실적호조로 신고 러시",1.8,-0.0,-0.4,6.2,18.7,3,19.3,3,17.3,6,18.1,4,-5.6,5,21.1,8,10.9,6.0
미국,XLP US,필수소비재,"필수소비재 -0.2%, 방어주 소외(위험선호 국면)",-0.2,-0.6,-0.2,1.5,10.6,6,1.5,11,12.2,7,-0.8,10,-0.8,3,17.2,10,10.1,7.0
미국,XLE US,에너지,"에너지 -1.3% 당일 최약, 유가 약세. 단 1M +10.5%로 중기 강세는 유지",-1.3,0.7,10.5,0.6,33.3,1,7.9,8,5.6,8,-0.6,9,64.3,1,53.3,1,-32.7,11.0
미국,XLU US,유틸리티,"유틸리티 보합, 주간 -2.9%로 약세 지속",0.0,-2.9,-3.1,-4.1,5.3,9,16.0,4,23.3,4,-7.2,11,1.4,2,17.7,9,0.5,8.0
미국,XLB US,소재,"소재 +1.2% 반등, 순강도+1 강세 전환",1.2,-0.7,-1.9,-0.3,13.4,5,9.9,7,0.1,11,12.5,5,-12.3,7,27.4,6,20.5,4.0
미국,XLRE US,리츠,"리츠 +0.2% 강보합, 금리 부담 속 상승폭 제한",0.2,-1.3,1.1,2.8,13.7,4,2.6,10,5.1,9,12.4,6,-26.2,8,46.1,2,-2.2,10.0
일본,1617 JP,식품,,-1.3,-0.7,0.5,7.8,16.9,7,11.8,15,8.8,14,22.3,13,6.4,10,5.6,11,-3.4,9.0
일본,1618 JP,에너지자원,,-2.0,-2.7,7.7,-6.5,13.9,9,41.4,6,29.9,3,37.2,3,23.6,2,39.3,1,-29.0,17.0
일본,1619 JP,건설·자재,,-1.7,-5.6,-10.4,-5.5,6.2,10,42.0,3,21.6,6,32.0,9,-2.4,12,12.6,8,-6.1,11.0
일본,1620 JP,소재·화학,,-1.0,-4.0,-6.0,1.9,17.2,6,8.6,17,3.9,16,23.1,12,-9.4,14,2.1,14,8.6,5.0
일본,1621 JP,의약품,,-1.1,-4.0,-1.1,-2.7,-0.0,15,9.7,16,10.8,13,0.5,17,16.4,4,-8.4,17,4.6,6.0
일본,1622 JP,자동차·운송기기,,-3.5,-1.6,6.7,3.1,-5.0,16,13.5,14,16.4,11,40.5,2,-10.7,16,27.8,3,0.7,8.0
일본,1623 JP,철강·비철,,-1.9,-2.7,-10.6,-16.2,33.5,2,68.8,1,20.6,8,35.0,4,16.1,5,20.8,7,-8.6,12.0
일본,1624 JP,기계,,1.1,-2.4,-4.3,-4.9,18.0,5,31.1,8,22.3,5,33.9,6,-9.9,15,7.5,9,17.7,3.0
일본,1625 JP,전기·정밀,,-1.7,-1.5,-8.9,12.0,28.9,3,27.5,9,17.9,10,33.7,7,-23.0,17,25.0,5,26.2,1.0
일본,1626 JP,정보통신·서비스,,0.2,-0.5,2.6,13.2,6.2,10,13.9,13,21.0,7,17.9,15,-5.9,13,3.5,13,21.9,2.0
일본,1627 JP,전력·가스,,-0.1,-1.7,3.4,-1.9,3.1,14,37.4,7,6.3,15,35.0,4,13.2,7,-8.3,16,-10.7,13.0
일본,1628 JP,운수·물류,,-2.2,-2.8,6.1,5.9,3.4,13,19.9,11,-0.0,17,19.0,14,13.1,8,4.7,12,-17.1,16.0
일본,1629 JP,상사·도매,,-0.4,-0.9,7.1,-2.4,15.7,8,41.5,5,20.1,9,42.0,1,21.3,3,29.2,2,1.9,7.0
일본,1630 JP,소매,,0.1,0.3,2.8,8.0,4.5,12,16.8,12,23.4,4,16.4,16,10.2,9,-4.4,15,8.7,4.0
일본,1631 JP,은행,,-1.3,-7.0,3.3,20.7,41.6,1,44.8,2,50.4,1,33.2,8,38.3,1,26.7,4,-16.3,15.0
일본,1632 JP,금융(은행외),,-2.2,-4.5,5.3,16.1,28.5,4,21.4,10,49.0,2,27.2,10,13.7,6,22.6,6,-3.6,10.0
일본,1633 JP,부동산,,-4.0,-6.6,-5.4,-12.1,-6.1,17,41.6,4,13.9,12,23.6,11,4.4,11,6.8,10,-13.3,14.0
홍콩,2800 HK,항셍지수,,0.2,3.0,11.2,2.2,3.2,1,32.8,1,24.8,2,-11.9,2,-14.4,1,-13.5,1,-1.2,1.0
