시장,티커,섹터,코멘트,1D,1주,1M,3M,YTD26,순위26,YTD25,순위25,YTD24,순위24,YTD23,순위23,YTD22,순위22,YTD21,순위21,YTD20,순위20
미국,XLK US,테크,"1D-0.5%로 숨고르기, 다만 전자기술 순강도+10·테크서비스+19로 개별 신고가는 계속 확대",-0.5,11.6,3.8,12.4,29.4,2,24.6,1,21.6,5,56.0,1,-27.7,9,34.7,4,43.6,1.0
미국,XLV US,헬스케어,"1D+1.3% 당일 최강, 헬스테크 신고10건(찰스리버 실적 서프라이즈)으로 CRO·바이오 온기",1.3,-1.3,-0.2,13.5,7.0,7,14.5,6,2.5,10,2.1,8,-2.1,4,26.0,7,13.3,5.0
미국,XLF US,금융,"1D+0.2%지만 순강도+30(신고32)으로 전 섹터 1위, 12MF PER15.4 부담 낮은 폭 넓은 강세",0.2,2.3,3.5,12.8,6.8,8,14.9,5,30.6,2,12.0,7,-10.6,6,34.8,3,-1.7,9.0
미국,XLY US,경기소비재,"1D+0.3%, 소비내구재·유통 신고 지속(샤크닌자+8.3%)이나 베팅주 붕괴로 소비서비스는 혼조",0.3,6.3,1.1,0.7,-0.2,10,7.4,9,26.5,3,39.6,3,-36.3,10,27.9,5,29.6,2.0
미국,XLC US,커뮤니케이션,"1D-1.0% 약세, 뉴욕타임스-13.4% 등 미디어 구독 성장둔화 우려가 지수 눌림",-1.0,1.2,-0.1,-3.9,-5.3,11,23.1,2,34.7,1,52.8,2,-37.6,11,16.0,11,26.9,3.0
미국,XLI US,산업재,"1D보합, 생산재 신고9건으로 내부는 견조하나 산업서비스는 RB글로벌-13.9%로 약세 혼재",-0.0,5.5,2.2,8.4,20.8,3,19.3,3,17.3,6,18.1,4,-5.6,5,21.1,8,10.9,6.0
미국,XLP US,필수소비재,"1D보합·주간-2.3%로 소외 지속, IFF+8.9%(향료 실적)만 개별 강세",-0.0,-2.3,0.6,2.2,11.2,6,1.5,11,12.2,7,-0.8,10,-0.8,3,17.2,10,10.1,7.0
미국,XLE US,에너지,"1D-2.1%로 당일 최약, 에너지 신고·신저 모두 0으로 방향성 부재(유가 약세 추정)",-2.1,-2.3,4.9,-2.9,29.9,1,7.9,8,5.6,8,-0.6,9,64.3,1,53.3,1,-32.7,11.0
미국,XLU US,유틸리티,"1D-1.0%·1M-4.5%, 신저5건으로 유일한 명확한 약세 섹터(금리·실적 부담 추정)",-1.0,-2.8,-4.5,-5.2,3.6,9,16.0,4,23.3,4,-7.2,11,1.4,2,17.7,9,0.5,8.0
미국,XLB US,소재,"1D+1.2%, 비에너지광물 신고4건 — 글로벌 금속 강세(중국 유색+5.2%, 일본 철강+7.0%)와 동조",1.2,1.7,2.2,2.5,17.0,4,9.9,7,0.1,11,12.5,5,-12.3,7,27.4,6,20.5,4.0
미국,XLRE US,리츠,"1D+0.1% 보합, 신고·신저 신호 없이 관망(리츠 개별 촉매 부재)",0.1,-1.7,0.7,3.2,13.8,5,2.6,10,5.1,9,12.4,6,-26.2,8,46.1,2,-2.2,10.0
일본,1617 JP,식품,,1.1,-4.0,-1.6,7.4,16.5,7,11.8,15,8.8,14,22.3,13,6.4,10,5.6,11,-3.4,9.0
일본,1618 JP,에너지자원,,-0.8,-4.5,1.6,-6.4,11.3,9,41.4,6,29.9,3,37.2,3,23.6,2,39.3,1,-29.0,17.0
일본,1619 JP,건설·자재,,1.3,0.5,-9.5,-5.5,8.4,10,42.0,3,21.6,6,32.0,9,-2.4,12,12.6,8,-6.1,11.0
일본,1620 JP,소재·화학,,2.5,2.8,-4.7,2.6,21.6,5,8.6,17,3.9,16,23.1,12,-9.4,14,2.1,14,8.6,5.0
일본,1621 JP,의약품,,0.1,-6.9,-4.5,-4.4,-0.4,15,9.7,16,10.8,13,0.5,17,16.4,4,-8.4,17,4.6,6.0
일본,1622 JP,자동차·운송기기,,1.1,-7.5,0.2,3.5,-4.3,16,13.5,14,16.4,11,40.5,2,-10.7,16,27.8,3,0.7,8.0
일본,1623 JP,철강·비철,,7.0,18.9,-1.1,-13.2,49.4,1,68.8,1,20.6,8,35.0,4,16.1,5,20.8,7,-8.6,12.0
일본,1624 JP,기계,,0.9,5.9,-5.8,-5.3,21.2,6,31.1,8,22.3,5,33.9,6,-9.9,15,7.5,9,17.7,3.0
일본,1625 JP,전기·정밀,,4.0,12.8,-4.3,11.8,35.8,3,27.5,9,17.9,10,33.7,7,-23.0,17,25.0,5,26.2,1.0
일본,1626 JP,정보통신·서비스,,2.9,-0.6,3.0,9.5,7.6,11,13.9,13,21.0,7,17.9,15,-5.9,13,3.5,13,21.9,2.0
일본,1627 JP,전력·가스,,-0.8,-3.5,-1.6,-5.0,0.6,14,37.4,7,6.3,15,35.0,4,13.2,7,-8.3,16,-10.7,13.0
일본,1628 JP,운수·물류,,-0.0,-6.8,0.9,2.5,1.9,13,19.9,11,-0.0,17,19.0,14,13.1,8,4.7,12,-17.1,16.0
일본,1629 JP,상사·도매,,-0.1,-1.5,3.3,-6.8,14.7,8,41.5,5,20.1,9,42.0,1,21.3,3,29.2,2,1.9,7.0
일본,1630 JP,소매,,-0.6,-6.4,-2.3,4.4,2.3,12,16.8,12,23.4,4,16.4,16,10.2,9,-4.4,15,8.7,4.0
일본,1631 JP,은행,,2.6,-1.1,2.2,19.5,44.1,2,44.8,2,50.4,1,33.2,8,38.3,1,26.7,4,-16.3,15.0
일본,1632 JP,금융(은행외),,1.9,-3.4,2.9,16.3,29.9,4,21.4,10,49.0,2,27.2,10,13.7,6,22.6,6,-3.6,10.0
