시장,섹터,유니버스종목수,신고가,신저가,순강도(신고-신저),판정,PER(12MF중앙값),12MF표본수,PER(TTM중앙값),PBR(중앙값)
미국,Technology Services,93,22,1,21,강세,23.2,86,35.0,6.7
미국,Health Technology,71,13,0,13,강세,18.8,57,31.4,5.9
미국,Finance,165,9,0,9,강세,15.2,161,18.6,2.3
미국,Distribution Services,15,4,0,4,강세,20.0,15,26.6,5.5
미국,Consumer Durables,19,3,0,3,강세,16.0,18,21.7,3.2
미국,Electronic Technology,98,3,0,3,강세,28.9,93,44.5,8.5
미국,Retail Trade,31,3,0,3,강세,21.2,31,25.3,7.8
미국,Consumer Services,37,2,0,2,강세,21.1,36,22.9,4.5
미국,Process Industries,23,2,0,2,강세,15.6,22,22.7,2.5
미국,Transportation,25,2,0,2,강세,21.5,24,28.5,5.0
미국,Commercial Services,21,1,0,1,강세,20.3,21,30.8,5.0
미국,Consumer Non-Durables,36,1,0,1,강세,17.1,34,22.6,3.4
미국,Non-Energy Minerals,30,2,1,1,강세,16.1,30,20.0,2.9
미국,Miscellaneous,2,0,1,-1,약세,,2,181.5,7.8
미국,Producer Manufacturing,57,1,2,-1,약세,23.9,57,34.0,6.0
미국,Industrial Services,34,0,3,-3,약세,23.3,33,26.2,5.2
미국,Utilities,39,0,6,-6,약세,18.3,38,21.4,2.2
미국,Communications,11,0,0,0,-,14.1,9,10.1,1.9
미국,Energy Minerals,22,0,0,0,-,10.0,22,11.6,1.9
미국,Health Services,16,1,1,0,혼조,15.7,16,19.0,2.9
일본,Retail Trade,7,3,0,3,강세,,1,28.3,3.2
일본,Consumer Durables,13,3,1,2,강세,13.3,8,19.5,1.4
일본,Health Technology,10,2,0,2,강세,,3,20.8,2.1
일본,Process Industries,9,2,0,2,강세,16.5,8,18.8,1.6
일본,Consumer Non-Durables,9,1,0,1,강세,,0,25.0,2.9
일본,Distribution Services,5,1,0,1,강세,,3,19.1,1.9
일본,Non-Energy Minerals,4,1,0,1,강세,,3,15.0,2.8
일본,Producer Manufacturing,23,1,0,1,강세,20.7,13,28.3,3.5
일본,Technology Services,9,1,0,1,강세,,2,25.3,4.0
일본,Transportation,5,1,0,1,강세,,3,11.1,0.8
일본,Utilities,5,1,0,1,강세,,1,11.6,1.1
일본,Industrial Services,3,0,1,-1,약세,,0,12.3,1.7
일본,Commercial Services,1,0,0,0,-,,0,24.8,2.1
일본,Communications,4,0,0,0,-,,0,13.8,2.0
일본,Consumer Services,2,0,0,0,-,,0,33.5,4.5
일본,Electronic Technology,12,0,0,0,-,31.5,7,24.2,2.6
일본,Energy Minerals,3,0,0,0,-,,0,5.3,1.0
일본,Finance,26,0,0,0,-,13.8,23,15.1,1.4
홍콩,Health Technology,11,4,0,4,강세,32.7,10,36.4,5.2
홍콩,Consumer Non-Durables,9,2,1,1,강세,,4,15.6,2.8
홍콩,Electronic Technology,17,1,0,1,강세,24.1,13,75.6,5.3
홍콩,Transportation,13,1,0,1,강세,11.1,7,13.2,1.6
홍콩,Consumer Durables,13,1,2,-1,약세,19.2,6,12.6,2.4
홍콩,Commercial Services,2,0,0,0,-,,2,30.6,4.3
홍콩,Communications,5,0,0,0,-,,4,12.0,0.8
홍콩,Consumer Services,6,0,0,0,-,14.7,6,15.8,5.7
홍콩,Distribution Services,3,0,0,0,-,,2,13.0,4.0
홍콩,Energy Minerals,6,0,0,0,-,,4,11.6,1.1
홍콩,Finance,47,0,0,0,-,10.9,25,8.0,0.7
홍콩,Industrial Services,3,0,0,0,-,,1,3.9,0.2
홍콩,Non-Energy Minerals,10,0,0,0,-,9.9,7,17.6,3.9
홍콩,Process Industries,3,0,0,0,-,,1,24.2,1.7
홍콩,Producer Manufacturing,14,0,0,0,-,14.8,8,24.9,2.8
홍콩,Retail Trade,6,0,0,0,-,12.1,5,21.3,1.8
홍콩,Technology Services,8,0,0,0,-,15.5,6,17.2,3.4
홍콩,Utilities,9,0,0,0,-,,3,14.0,1.2
중국A,Health Technology,12,3,0,3,강세,31.2,10,44.8,5.2
중국A,Electronic Technology,70,2,0,2,강세,36.0,38,79.1,10.9
중국A,Consumer Durables,10,1,0,1,강세,,2,15.2,3.1
중국A,Non-Energy Minerals,21,1,0,1,강세,,4,20.2,4.1
중국A,Commercial Services,1,0,0,0,-,,0,,16.1
중국A,Communications,4,0,0,0,-,,0,16.6,1.3
중국A,Consumer Non-Durables,8,0,0,0,-,,0,18.6,3.5
중국A,Distribution Services,3,0,0,0,-,,0,29.8,2.7
중국A,Energy Minerals,7,0,0,0,-,,3,15.0,1.8
중국A,Finance,42,0,0,0,-,6.0,9,6.5,0.8
중국A,Health Services,1,0,0,0,-,,1,24.3,3.6
중국A,Industrial Services,7,0,0,0,-,,0,7.3,0.4
중국A,Process Industries,19,0,0,0,-,,1,27.8,3.3
중국A,Producer Manufacturing,49,0,0,0,-,31.0,18,38.5,4.8
중국A,Retail Trade,1,0,0,0,-,,0,,2.0
중국A,Technology Services,12,0,0,0,-,56.5,8,62.2,8.0
중국A,Transportation,10,0,0,0,-,,3,17.6,1.8
중국A,Utilities,14,0,0,0,-,,1,20.8,1.6
