시장,티커,섹터,코멘트,1D,1주,1M,3M,YTD26,순위26,YTD25,순위25,YTD24,순위24,YTD23,순위23,YTD22,순위22,YTD21,순위21,YTD20,순위20
미국,XLK US,테크,"테크 -0.9%, 전자기술 순강도 -7(신저 12)로 최약세. AI하드웨어·반도체 차익실현 지속, 사이타임·엔테그리스·노바 신저",-0.9,-0.8,-5.6,8.9,21.4,2.0,24.6,1.0,21.6,5.0,56.0,1.0,-27.7,9.0,34.7,4.0,43.6,1.0
미국,XLV US,헬스케어,"헬스케어 +0.5%, Health Tech 순강도 +12 강세. 테넷헬스케어 2Q 대폭 서프라이즈 신고가·BMS 실적 기대, 방어주 선호",0.5,2.6,5.0,13.8,6.5,8.0,14.5,6.0,2.5,10.0,2.1,8.0,-2.1,4.0,26.0,7.0,13.3,5.0
미국,XLF US,금융,"금융 +1.0%, 순강도 +31로 전 섹터 최강. 은행·보험 폭넓은 신고가, 순환매 최대 수혜",1.0,1.5,6.4,11.0,4.8,9.0,14.9,5.0,30.6,2.0,12.0,7.0,-10.6,6.0,34.8,3.0,-1.7,9.0
미국,XLY US,경기소비재,"경기소비재 +1.3% 강세, 리테일·소비서비스 신고가 확산. 텍사스로드하우스·엑스피디아 급등",1.3,-3.3,-2.2,-6.4,-6.8,10.0,7.4,9.0,26.5,3.0,39.6,3.0,-36.3,10.0,27.9,5.0,29.6,2.0
미국,XLC US,커뮤니케이션,커뮤니케이션 +1.3% 상승했으나 순강도 -2(약세 판정) 혼조. 시리우스XM 배당·실적 기대 신고가 개별 강세,1.3,-2.8,2.0,-6.6,-8.0,11.0,23.1,2.0,34.7,1.0,52.8,2.0,-37.6,11.0,16.0,11.0,26.9,3.0
미국,XLI US,산업재,"산업재 +0.3%, 순강도 +2 소폭 강세. GM 등 자동차·제조 신고가 견조",0.3,2.9,-0.5,6.5,18.7,3.0,19.3,3.0,17.3,6.0,18.1,4.0,-5.6,5.0,21.1,8.0,10.9,6.0
미국,XLP US,필수소비재,"필수소비 +1.5%, 방어주 순환매 수혜로 강세. 스머커 배당 인상·실적 호조 신고가",1.5,0.6,1.7,3.3,11.3,6.0,1.5,11.0,12.2,7.0,-0.8,10.0,-0.8,3.0,17.2,10.0,10.1,7.0
미국,XLE US,에너지,"에너지 -2.1%로 최약세, 유가 약세 반영. 핼리버튼 실적 상회에도 섹터 불확실성에 신저",-2.1,0.7,7.9,3.4,32.3,1.0,7.9,8.0,5.6,8.0,-0.6,9.0,64.3,1.0,53.3,1.0,-32.7,11.0
미국,XLU US,유틸리티,"유틸리티 -1.3% 약세, 신고·신저 없음. 금리 관련 부담으로 소폭 조정",-1.3,1.6,-0.4,-0.5,8.4,7.0,16.0,4.0,23.3,4.0,-7.2,11.0,1.4,2.0,17.7,9.0,0.5,8.0
미국,XLB US,소재,"소재 +0.3%, Process Industries 순강도 +4 소폭 강세. 뚜렷한 촉매 없이 순환매 온기",0.3,2.7,-0.9,-0.7,14.2,5.0,9.9,7.0,0.1,11.0,12.5,5.0,-12.3,7.0,27.4,6.0,20.5,4.0
미국,XLRE US,리츠,"리츠 -0.4% 소폭 조정, 전일 강세 후 숨고르기(추정)",-0.4,1.2,2.6,5.3,15.2,4.0,2.6,10.0,5.1,9.0,12.4,6.0,-26.2,8.0,46.1,2.0,-2.2,10.0
일본,1617 JP,식품,,1.4,1.3,4.0,10.7,17.7,7.0,11.8,15.0,8.8,14.0,22.3,13.0,6.4,10.0,5.6,11.0,-3.4,9.0
일본,1618 JP,에너지자원,,-0.9,7.0,11.7,-1.8,17.0,8.0,41.4,6.0,29.9,3.0,37.2,3.0,23.6,2.0,39.3,1.0,-29.0,17.0
일본,1619 JP,건설·자재,,2.1,3.0,-2.8,3.2,12.5,10.0,42.0,3.0,21.6,6.0,32.0,9.0,-2.4,12.0,12.6,8.0,-6.1,11.0
일본,1620 JP,소재·화학,,0.2,-1.4,-2.3,6.5,22.0,5.0,8.6,17.0,3.9,16.0,23.1,12.0,-9.4,14.0,2.1,14.0,8.6,5.0
일본,1621 JP,의약품,,0.3,2.0,5.8,-6.4,4.2,14.0,9.7,16.0,10.8,13.0,0.5,17.0,16.4,4.0,-8.4,17.0,4.6,6.0
일본,1622 JP,자동차·운송기기,,2.9,2.8,10.0,-1.3,-3.4,17.0,13.5,14.0,16.4,11.0,40.5,2.0,-10.7,16.0,27.8,3.0,0.7,8.0
일본,1623 JP,철강·비철,,-3.4,3.8,-18.6,-15.8,37.2,2.0,68.8,1.0,20.6,8.0,35.0,4.0,16.1,5.0,20.8,7.0,-8.6,12.0
일본,1624 JP,기계,,0.3,6.3,-1.9,-1.4,20.9,6.0,31.1,8.0,22.3,5.0,33.9,6.0,-9.9,15.0,7.5,9.0,17.7,3.0
일본,1625 JP,전기·정밀,,1.3,2.3,-10.8,13.3,30.9,4.0,27.5,9.0,17.9,10.0,33.7,7.0,-23.0,17.0,25.0,5.0,26.2,1.0
일본,1626 JP,정보통신·서비스,,2.5,2.1,3.8,8.4,6.7,11.0,13.9,13.0,21.0,7.0,17.9,15.0,-5.9,13.0,3.5,13.0,21.9,2.0
일본,1627 JP,전력·가스,,1.5,6.1,5.2,-0.4,4.9,13.0,37.4,7.0,6.3,15.0,35.0,4.0,13.2,7.0,-8.3,16.0,-10.7,13.0
일본,1628 JP,운수·물류,,2.7,3.4,12.1,6.2,6.5,12.0,19.9,11.0,-0.0,17.0,19.0,14.0,13.1,8.0,4.7,12.0,-17.1,16.0
일본,1629 JP,상사·도매,,0.6,5.4,9.7,0.2,16.8,9.0,41.5,5.0,20.1,9.0,42.0,1.0,21.3,3.0,29.2,2.0,1.9,7.0
일본,1630 JP,소매,,1.5,-0.2,3.3,5.2,4.1,15.0,16.8,12.0,23.4,4.0,16.4,16.0,10.2,9.0,-4.4,15.0,8.7,4.0
일본,1631 JP,은행,,1.1,8.9,14.6,32.2,52.3,1.0,44.8,2.0,50.4,1.0,33.2,8.0,38.3,1.0,26.7,4.0,-16.3,15.0
