시장,티커,섹터,코멘트,1D,1주,1M,3M,YTD26,순위26,YTD25,순위25,YTD24,순위24,YTD23,순위23,YTD22,순위22,YTD21,순위21,YTD20,순위20
미국,XLK US,테크,"테크 +1.0%, 워크데이 인수설발 SaaS 랠리가 견인. YTD26 +32.8%로 에너지 다음 2위",1.0,2.9,5.1,8.0,32.8,2,24.6,1,21.6,5,56.0,1,-27.7,9,34.7,4,43.6,1.0
미국,XLV US,헬스케어,"헬스케어 1D 보합이나 1M +6.4%·3M +15.3%, 헬스테크 순강도 +13으로 회복 지속",-0.0,2.4,6.4,15.3,9.7,7,14.5,6,2.5,10,2.1,8,-2.1,4,26.0,7,13.3,5.0
미국,XLF US,금융,금융 +0.6%로 당일은 소폭이나 신고가 35종 최다. 신규 신고가군 PER 12MF 12.2배,0.6,0.8,3.0,14.7,7.3,8,14.9,5,30.6,2,12.0,7,-10.6,6,34.8,3,-1.7,9.0
미국,XLY US,경기소비재,"경기소비재 +0.5%, 태피스트리 -16.5%에도 지수 방어. YTD26 -0.4%로 11개 중 10위",0.5,0.3,1.2,-0.0,-0.4,10,7.4,9,26.5,3,39.6,3,-36.3,10,27.9,5,29.6,2.0
미국,XLC US,커뮤니케이션,"커뮤니케이션 +2.1%로 당일 1위. 다만 1M -0.7%·YTD26 -3.8% 최하위, 반등 성격 추정",2.1,1.2,-0.7,-3.4,-3.8,11,23.1,2,34.7,1,52.8,2,-37.6,11,16.0,11,26.9,3.0
미국,XLI US,산업재,"산업재 -0.0% 보합, 순강도 +1로 중립. YTD26 +20.4%로 3위 유지",-0.0,0.6,3.2,7.3,20.4,3,19.3,3,17.3,6,18.1,4,-5.6,5,21.1,8,10.9,6.0
미국,XLP US,필수소비재,"필수소비재 +1.1%, 매그넘아이스크림 등 방어주 수급 유입. 신고가 3종",1.1,1.0,3.0,2.2,12.1,6,1.5,11,12.2,7,-0.8,10,-0.8,3,17.2,10,10.1,7.0
미국,XLE US,에너지,"에너지 1D 보합이나 1주 +5.0%·YTD26 +38.5%로 연간 1위 지속, 신고가 3종",0.0,5.0,8.1,6.7,38.5,1,7.9,8,5.6,8,-0.6,9,64.3,1,53.3,1,-32.7,11.0
미국,XLU US,유틸리티,"유틸리티 +0.5%, 1M -2.6% 조정 중이나 신고가 1종 유지. YTD26 +4.5% 9위",0.5,1.5,-2.6,-0.8,4.5,9,16.0,4,23.3,4,-7.2,11,1.4,2,17.7,9,0.5,8.0
미국,XLB US,소재,"소재 -0.5%로 당일 최하위, 순강도 +1. YTD26 +16.3%로 연간은 4위",-0.5,0.3,3.6,0.9,16.3,4,9.9,7,0.1,11,12.5,5,-12.3,7,27.4,6,20.5,4.0
미국,XLRE US,리츠,"리츠 +1.4%로 당일 2위, 금리 민감주 반등. YTD26 +13.6% 5위",1.4,0.7,1.3,3.0,13.6,5,2.6,10,5.1,9,12.4,6,-26.2,8,46.1,2,-2.2,10.0
일본,1617 JP,식품,,0.6,4.7,5.7,10.4,22.0,7,11.8,15,8.8,14,22.3,13,6.4,10,5.6,11,-3.4,9.0
일본,1618 JP,에너지자원,,0.8,5.5,6.9,-2.4,17.4,9,41.4,6,29.9,3,37.2,3,23.6,2,39.3,1,-29.0,17.0
일본,1619 JP,건설·자재,,1.7,0.4,-3.6,-5.2,8.9,11,42.0,3,21.6,6,32.0,9,-2.4,12,12.6,8,-6.1,11.0
일본,1620 JP,소재·화학,,-0.2,2.4,1.1,1.2,24.5,5,8.6,17,3.9,16,23.1,12,-9.4,14,2.1,14,8.6,5.0
일본,1621 JP,의약품,,-0.5,5.8,4.9,2.0,5.3,13,9.7,16,10.8,13,0.5,17,16.4,4,-8.4,17,4.6,6.0
일본,1622 JP,자동차·운송기기,"자동차 -1.1%로 당일 최하위, YTD26 -2.3%로 16위. 신고가 종목 없음",-1.1,2.1,6.8,4.6,-2.3,16,13.5,14,16.4,11,40.5,2,-10.7,16,27.8,3,0.7,8.0
일본,1623 JP,철강·비철,"철강·비철 +0.2%, YTD26 +53.8%로 일본 1위. 단 3M -11.9%로 최근 조정 국면",0.2,2.9,9.0,-11.9,53.8,1,68.8,1,20.6,8,35.0,4,16.1,5,20.8,7,-8.6,12.0
일본,1624 JP,기계,"기계 +2.0%, 미쓰비시중공업 +4.0% 등 방산·중공업 강세. YTD26 +24.2% 6위",2.0,2.5,2.8,-0.6,24.2,6,31.1,8,22.3,5,33.9,6,-9.9,15,7.5,9,17.7,3.0
일본,1625 JP,전기·정밀,"전기·정밀 +2.2%, 어드밴테스트 +4.0% 신고가 견인. YTD26 +39.7%로 3위",2.2,2.9,3.2,12.5,39.7,3,27.5,9,17.9,10,33.7,7,-23.0,17,25.0,5,26.2,1.0
일본,1626 JP,정보통신·서비스,,0.3,6.1,7.1,19.9,14.1,10,13.9,13,21.0,7,17.9,15,-5.9,13,3.5,13,21.9,2.0
일본,1627 JP,전력·가스,,0.2,2.1,4.1,-2.0,2.7,15,37.4,7,6.3,15,35.0,4,13.2,7,-8.3,16,-10.7,13.0
일본,1628 JP,운수·물류,,0.3,1.5,3.2,4.9,3.5,14,19.9,11,-0.0,17,19.0,14,13.1,8,4.7,12,-17.1,16.0
일본,1629 JP,상사·도매,,-0.3,3.5,9.3,-8.3,18.8,8,41.5,5,20.1,9,42.0,1,21.3,3,29.2,2,1.9,7.0
일본,1630 JP,소매,,-1.0,3.0,1.8,9.8,5.4,12,16.8,12,23.4,4,16.4,16,10.2,9,-4.4,15,8.7,4.0
일본,1631 JP,은행,"은행 +3.0%로 일본 17개 중 1위. 리소나·치바 등 4종 신고가, YTD26 +50.7% 2위",3.0,4.6,4.0,24.1,50.7,2,44.8,2,50.4,1,33.2,8,38.3,1,26.7,4,-16.3,15.0
일본,1632 JP,금융(은행외),,-0.4,-0.6,3.1,12.2,29.1,4,21.4,10,49.0,2,27.2,10,13.7,6,22.6,6,-3.6,10.0
일본,1633 JP,부동산,,0.3,0.1,-3.8,-7.6,-5.8,17,41.6,4,13.9,12,23.6,11,4.4,11,6.8,10,-13.3,14.0
