시장,섹터,유니버스종목수,신고가,신저가,순강도(신고-신저),판정,PER(12MF중앙값),12MF표본수,PER(TTM중앙값),PBR(중앙값)
미국,Finance,166,11,1,10,강세,15.3,161,18.6,2.3
미국,Health Technology,70,7,1,6,강세,20.0,56,31.9,5.5
미국,Consumer Services,37,3,0,3,강세,21.5,36,25.8,4.6
미국,Consumer Durables,19,2,0,2,강세,15.9,18,20.7,2.5
미국,Health Services,15,1,0,1,강세,16.9,15,22.9,3.0
미국,Technology Services,92,3,2,1,강세,22.7,84,34.3,6.6
미국,Utilities,39,2,1,1,강세,18.6,38,22.0,2.2
미국,Consumer Non-Durables,36,0,1,-1,약세,16.6,34,23.0,3.3
미국,Electronic Technology,92,2,4,-2,약세,28.8,87,43.1,7.9
미국,Industrial Services,34,1,3,-2,약세,23.3,33,26.6,5.3
미국,Non-Energy Minerals,28,0,2,-2,약세,17.2,28,21.0,2.9
미국,Retail Trade,32,0,2,-2,약세,20.1,31,26.1,8.4
미국,Transportation,24,0,2,-2,약세,21.3,23,28.3,4.4
미국,Producer Manufacturing,55,0,7,-7,약세,23.9,55,33.5,5.7
미국,Commercial Services,20,0,0,0,-,19.8,20,32.7,5.6
미국,Communications,11,0,0,0,-,13.8,9,12.0,3.3
미국,Distribution Services,15,0,0,0,-,19.6,15,24.6,5.1
미국,Energy Minerals,22,0,0,0,-,9.9,22,17.4,2.1
미국,Miscellaneous,2,0,0,0,-,,2,54.0,9.6
미국,Process Industries,23,1,1,0,혼조,15.7,22,31.1,2.5
일본,Technology Services,9,6,0,6,강세,,3,25.8,4.1
일본,Consumer Durables,13,5,0,5,강세,13.8,11,18.1,1.4
일본,Consumer Services,2,2,0,2,강세,,1,37.1,4.6
일본,Retail Trade,6,2,0,2,강세,,1,30.3,3.7
일본,Consumer Non-Durables,9,1,0,1,강세,,2,26.1,2.9
일본,Producer Manufacturing,22,2,1,1,강세,19.9,18,26.5,3.3
일본,Transportation,5,1,0,1,강세,11.2,5,12.0,0.8
일본,Electronic Technology,11,1,2,-1,약세,30.6,9,38.9,4.3
일본,Non-Energy Minerals,3,0,1,-1,약세,,3,29.6,1.0
일본,Process Industries,8,0,1,-1,약세,15.4,7,17.5,1.8
일본,Utilities,5,0,1,-1,약세,,2,11.6,1.2
일본,Commercial Services,1,0,0,0,-,,1,25.6,2.2
일본,Communications,4,1,1,0,혼조,,4,14.6,1.9
일본,Distribution Services,5,0,0,0,-,,4,18.9,1.9
일본,Energy Minerals,3,0,0,0,-,,2,11.4,0.9
일본,Finance,25,0,0,0,-,14.3,25,16.0,1.4
일본,Health Technology,10,0,0,0,-,20.3,8,20.6,2.2
일본,Industrial Services,2,0,0,0,-,,2,13.4,2.0
홍콩,Finance,48,7,0,7,강세,11.4,28,7.8,0.7
홍콩,Consumer Durables,13,2,0,2,강세,18.1,6,13.1,2.5
홍콩,Consumer Non-Durables,10,2,0,2,강세,12.3,7,19.2,2.3
홍콩,Technology Services,6,2,0,2,강세,13.7,5,16.9,3.3
홍콩,Transportation,13,2,0,2,강세,11.3,8,13.8,1.6
홍콩,Communications,5,1,0,1,강세,,2,12.6,0.8
홍콩,Consumer Services,6,1,0,1,강세,14.9,6,16.6,5.7
홍콩,Utilities,9,1,0,1,강세,,4,14.4,1.2
홍콩,Producer Manufacturing,13,0,3,-3,약세,13.8,8,22.3,2.5
홍콩,Electronic Technology,15,0,6,-6,약세,17.2,12,56.6,4.2
홍콩,Commercial Services,1,0,0,0,-,,1,9.8,2.0
홍콩,Distribution Services,3,0,0,0,-,,2,11.7,3.4
홍콩,Energy Minerals,6,0,0,0,-,,4,11.9,1.1
홍콩,Health Technology,10,0,0,0,-,32.6,10,34.4,5.1
홍콩,Industrial Services,3,0,0,0,-,,1,4.0,0.2
홍콩,Non-Energy Minerals,8,0,0,0,-,8.5,6,14.6,3.2
홍콩,Process Industries,3,0,0,0,-,,1,22.5,1.6
홍콩,Retail Trade,6,0,0,0,-,12.0,5,21.5,1.7
중국A,Finance,42,9,0,9,강세,6.3,9,6.8,0.9
중국A,Consumer Durables,10,2,0,2,강세,,2,16.5,2.9
중국A,Transportation,11,2,0,2,강세,,3,16.8,1.7
중국A,Utilities,15,1,0,1,강세,,1,20.8,1.7
중국A,Commercial Services,1,0,1,-1,약세,,0,,13.2
중국A,Process Industries,18,0,1,-1,약세,,1,25.4,3.3
중국A,Non-Energy Minerals,19,0,2,-2,약세,,4,16.9,2.9
중국A,Technology Services,11,0,2,-2,약세,65.4,8,50.9,7.7
중국A,Producer Manufacturing,45,2,9,-7,약세,29.2,17,32.2,4.7
중국A,Electronic Technology,64,0,16,-16,약세,30.3,38,57.6,9.0
중국A,Communications,4,0,0,0,-,,0,17.3,1.4
중국A,Consumer Non-Durables,8,0,0,0,-,,0,20.3,3.9
중국A,Distribution Services,4,0,0,0,-,,0,16.7,2.8
중국A,Energy Minerals,7,0,0,0,-,,3,14.8,1.9
중국A,Health Services,1,0,0,0,-,,1,25.0,3.7
중국A,Health Technology,11,0,0,0,-,30.1,9,43.7,4.9
중국A,Industrial Services,7,0,0,0,-,,0,7.7,0.4
중국A,Retail Trade,1,0,0,0,-,,0,,2.1
