시장,티커,섹터,코멘트,1D,1주,1M,3M,YTD26,순위26,YTD25,순위25,YTD24,순위24,YTD23,순위23,YTD22,순위22,YTD21,순위21,YTD20,순위20
미국,XLK US,테크,"테크 -1.4%, 당일 유일 하락 섹터 — AI·반도체 차익실현(GFS·GLW 신저가)",-1.4,0.2,-3.9,13.0,22.5,2.0,24.6,1.0,21.6,5.0,56.0,1.0,-27.7,9.0,34.7,4.0,43.6,1.0
미국,XLV US,헬스케어,"헬스케어 +0.7%, 테넷헬스케어 실적 서프라이즈 등 방어주 순환매",0.7,0.9,6.0,11.7,5.9,8.0,14.5,6.0,2.5,10.0,2.1,8.0,-2.1,4.0,26.0,7.0,13.3,5.0
미국,XLF US,금융,"금융 +0.9%, 신고-신저 순강도 +18로 시장 최강 섹터, 은행 실적 호조",0.9,0.1,4.8,9.1,3.7,9.0,14.9,5.0,30.6,2.0,12.0,7.0,-10.6,6.0,34.8,3.0,-1.7,9.0
미국,XLY US,경기소비재,"경기소비재 +0.6%, 주간 -5.2% 부진 딛고 당일 반등",0.6,-5.2,-4.9,-6.9,-8.0,10.0,7.4,9.0,26.5,3.0,39.6,3.0,-36.3,10.0,27.9,5.0,29.6,2.0
미국,XLC US,커뮤니케이션,"커뮤니케이션 +0.9%, 대형 인터넷주 조정 속 통신주 반등",0.9,-3.9,-0.2,-9.2,-9.2,11.0,23.1,2.0,34.7,1.0,52.8,2.0,-37.6,11.0,16.0,11.0,26.9,3.0
미국,XLI US,산업재,"산업재 +0.4%, RTX 방산·산업서비스 신고가로 견조",0.4,1.8,1.4,5.2,18.4,3.0,19.3,3.0,17.3,6.0,18.1,4.0,-5.6,5.0,21.1,8.0,10.9,6.0
미국,XLP US,필수소비재,"필수소비재 +1.1%, 테크 회피 자금 방어주 유입",1.1,-1.2,-0.4,1.5,9.7,7.0,1.5,11.0,12.2,7.0,-0.8,10.0,-0.8,3.0,17.2,10.0,10.1,7.0
미국,XLE US,에너지,"에너지 +0.4%, YTD +35% 연간 1위 유지·유가 강세",0.4,3.4,11.3,5.4,35.2,1.0,7.9,8.0,5.6,8.0,-0.6,9.0,64.3,1.0,53.3,1.0,-32.7,11.0
미국,XLU US,유틸리티,"유틸리티 +0.2%, 데이터센터 전력수요·방어 매력",0.2,2.5,1.6,1.1,9.9,6.0,16.0,4.0,23.3,4.0,-7.2,11.0,1.4,2.0,17.7,9.0,0.5,8.0
미국,XLB US,소재,"소재 +1.9%, 당일 최강 상승 — 포장·화학주 반등",1.9,1.4,0.2,-0.7,14.0,5.0,9.9,7.0,0.1,11.0,12.5,5.0,-12.3,7.0,27.4,6.0,20.5,4.0
미국,XLRE US,리츠,"리츠 +2.2%, DLR 데이터센터 REIT 급등 주도로 섹터 최강",2.2,1.2,3.2,5.4,15.6,4.0,2.6,10.0,5.1,9.0,12.4,6.0,-26.2,8.0,46.1,2.0,-2.2,10.0
일본,1617 JP,식품,,0.6,0.9,4.3,6.8,16.2,8.0,11.8,15.0,8.8,14.0,22.3,13.0,6.4,10.0,5.6,11.0,-3.4,9.0
일본,1618 JP,에너지자원,,0.5,6.4,10.2,-1.9,18.1,7.0,41.4,6.0,29.9,3.0,37.2,3.0,23.6,2.0,39.3,1.0,-29.0,17.0
일본,1619 JP,건설·자재,,-0.8,-2.5,-4.1,0.4,10.2,10.0,42.0,3.0,21.6,6.0,32.0,9.0,-2.4,12.0,12.6,8.0,-6.1,11.0
일본,1620 JP,소재·화학,,-2.3,-2.4,-0.7,6.1,21.8,5.0,8.6,17.0,3.9,16.0,23.1,12.0,-9.4,14.0,2.1,14.0,8.6,5.0
일본,1621 JP,의약품,,2.4,2.8,5.7,-3.7,3.9,12.0,9.7,16.0,10.8,13.0,0.5,17.0,16.4,4.0,-8.4,17.0,4.6,6.0
일본,1622 JP,자동차·운송기기,,-2.1,-1.3,6.8,-4.7,-6.2,17.0,13.5,14.0,16.4,11.0,40.5,2.0,-10.7,16.0,27.8,3.0,0.7,8.0
일본,1623 JP,철강·비철,,-0.5,2.2,-15.2,-11.9,42.0,2.0,68.8,1.0,20.6,8.0,35.0,4.0,16.1,5.0,20.8,7.0,-8.6,12.0
일본,1624 JP,기계,,-0.7,-0.2,-1.3,-0.8,20.6,6.0,31.1,8.0,22.3,5.0,33.9,6.0,-9.9,15.0,7.5,9.0,17.7,3.0
일본,1625 JP,전기·정밀,,-2.4,-2.8,-8.5,11.9,29.3,4.0,27.5,9.0,17.9,10.0,33.7,7.0,-23.0,17.0,25.0,5.0,26.2,1.0
일본,1626 JP,정보통신·서비스,,-0.9,-2.0,3.1,6.8,4.1,11.0,13.9,13.0,21.0,7.0,17.9,15.0,-5.9,13.0,3.5,13.0,21.9,2.0
일본,1627 JP,전력·가스,,0.9,1.8,4.1,-2.7,3.3,14.0,37.4,7.0,6.3,15.0,35.0,4.0,13.2,7.0,-8.3,16.0,-10.7,13.0
일본,1628 JP,운수·물류,,0.8,1.6,8.5,1.7,3.7,13.0,19.9,11.0,-0.0,17.0,19.0,14.0,13.1,8.0,4.7,12.0,-17.1,16.0
일본,1629 JP,상사·도매,,-0.3,4.2,7.4,-2.4,16.1,9.0,41.5,5.0,20.1,9.0,42.0,1.0,21.3,3.0,29.2,2.0,1.9,7.0
