시장,섹터,유니버스종목수,신고가,신저가,순강도(신고-신저),판정,PER(12MF중앙값),12MF표본수,PER(TTM중앙값),PBR(중앙값)
미국,Finance,165,6,1,5,강세,15.3,160,18.3,2.2
미국,Health Technology,69,6,1,5,강세,20.3,57,31.9,5.4
미국,Consumer Durables,19,1,0,1,강세,15.6,18,20.8,3.0
미국,Consumer Services,37,1,0,1,강세,22.4,36,26.5,4.6
미국,Energy Minerals,22,1,0,1,강세,10.0,22,16.0,2.0
미국,Producer Manufacturing,55,1,0,1,강세,24.0,55,33.2,5.8
미국,Technology Services,92,5,4,1,강세,22.8,84,32.7,6.8
미국,Commercial Services,20,0,1,-1,약세,19.7,20,31.9,5.5
미국,Communications,11,0,1,-1,약세,13.7,9,9.9,3.3
미국,Consumer Non-Durables,37,0,1,-1,약세,16.4,35,22.8,3.3
미국,Distribution Services,15,0,1,-1,약세,19.3,15,24.8,5.1
미국,Electronic Technology,92,2,3,-1,약세,28.8,87,42.3,8.3
미국,Industrial Services,34,0,1,-1,약세,22.7,32,27.5,5.3
미국,Process Industries,23,0,1,-1,약세,15.5,22,25.8,2.1
미국,Retail Trade,32,0,1,-1,약세,19.9,31,24.6,8.1
미국,Non-Energy Minerals,28,0,4,-4,약세,16.1,28,18.7,2.6
미국,Health Services,16,0,0,0,-,16.0,16,20.8,2.9
미국,Miscellaneous,2,0,0,0,-,,2,55.2,9.8
미국,Transportation,24,0,0,0,-,21.3,23,28.4,4.5
미국,Utilities,40,0,0,0,-,18.4,38,22.0,2.2
일본,Consumer Non-Durables,9,1,0,1,강세,,2,25.0,2.8
일본,Consumer Services,1,1,0,1,강세,,0,38.3,4.6
일본,Electronic Technology,12,1,0,1,강세,35.9,7,31.4,3.8
일본,Transportation,5,1,0,1,강세,,3,12.0,0.8
일본,Commercial Services,1,0,0,0,-,,1,24.9,2.1
일본,Communications,4,0,0,0,-,,4,14.0,2.0
일본,Consumer Durables,13,0,0,0,-,13.5,11,18.1,1.4
일본,Distribution Services,5,0,0,0,-,,3,17.3,1.9
일본,Energy Minerals,3,0,0,0,-,,2,11.4,0.9
일본,Finance,26,0,0,0,-,14.4,26,15.8,1.4
일본,Health Technology,10,0,0,0,-,19.0,8,19.4,2.2
일본,Industrial Services,3,0,0,0,-,,2,12.7,1.8
일본,Non-Energy Minerals,4,0,0,0,-,,4,26.5,2.7
일본,Process Industries,9,0,0,0,-,16.0,8,18.0,1.6
일본,Producer Manufacturing,23,0,0,0,-,22.9,17,28.1,3.6
일본,Retail Trade,6,0,0,0,-,,1,28.5,3.5
일본,Technology Services,9,0,0,0,-,,3,24.8,4.0
일본,Utilities,5,0,0,0,-,,1,11.6,1.1
홍콩,Finance,48,5,0,5,강세,11.6,28,7.7,0.7
홍콩,Consumer Services,6,2,0,2,강세,14.8,6,16.3,5.6
홍콩,Electronic Technology,16,1,0,1,강세,18.0,13,64.4,4.6
홍콩,Commercial Services,1,0,0,0,-,,1,10.0,2.0
홍콩,Communications,5,0,0,0,-,,2,12.5,0.8
홍콩,Consumer Durables,13,0,0,0,-,18.5,6,13.2,2.5
홍콩,Consumer Non-Durables,9,0,0,0,-,13.0,6,16.5,2.9
홍콩,Distribution Services,3,0,0,0,-,,2,12.0,3.6
홍콩,Energy Minerals,6,0,0,0,-,,4,11.7,1.1
홍콩,Health Technology,10,0,0,0,-,33.0,10,34.2,5.1
홍콩,Industrial Services,3,0,0,0,-,,1,3.9,0.2
홍콩,Non-Energy Minerals,8,0,0,0,-,8.8,6,15.2,3.3
홍콩,Process Industries,3,0,0,0,-,,1,22.6,1.5
홍콩,Producer Manufacturing,13,0,0,0,-,14.0,8,23.8,2.6
홍콩,Retail Trade,6,0,0,0,-,12.0,5,21.6,1.7
홍콩,Technology Services,7,0,0,0,-,13.8,5,17.0,3.4
홍콩,Transportation,13,0,0,0,-,11.2,8,13.6,1.6
홍콩,Utilities,9,0,0,0,-,,4,14.3,1.2
중국A,Electronic Technology,61,1,0,1,강세,30.6,37,60.0,9.3
중국A,Finance,42,1,0,1,강세,6.3,9,6.7,0.9
중국A,Technology Services,11,1,0,1,강세,72.6,8,52.9,8.2
중국A,Transportation,12,1,0,1,강세,,3,16.3,1.5
중국A,Commercial Services,1,0,0,0,-,,0,,13.7
중국A,Communications,4,0,0,0,-,,0,17.0,1.3
중국A,Consumer Durables,11,0,0,0,-,,2,17.3,2.9
중국A,Consumer Non-Durables,8,0,0,0,-,,0,19.9,3.7
중국A,Distribution Services,4,0,0,0,-,,0,17.2,2.7
중국A,Energy Minerals,7,0,0,0,-,,3,14.9,1.9
중국A,Health Services,1,0,0,0,-,,1,25.0,3.7
중국A,Health Technology,11,0,0,0,-,30.6,9,43.6,4.8
중국A,Industrial Services,7,0,0,0,-,,0,7.6,0.4
중국A,Non-Energy Minerals,19,0,0,0,-,,4,17.8,3.0
중국A,Process Industries,18,0,0,0,-,,1,25.4,3.2
중국A,Producer Manufacturing,44,0,0,0,-,30.8,18,31.9,4.8
중국A,Retail Trade,1,0,0,0,-,,0,,2.1
중국A,Utilities,15,0,0,0,-,,1,20.6,1.7
