시장,티커,섹터,코멘트,1D,1주,1M,3M,YTD26,순위26,YTD25,순위25,YTD24,순위24,YTD23,순위23,YTD22,순위22,YTD21,순위21,YTD20,순위20
미국,XLK US,테크,"+5.0% 급등, 팔란티어·델 실적 서프라이즈로 AI하드웨어 랠리 재점화",5.0,9.2,1.8,15.5,30.1,2,24.6,1,21.6,5,56.0,1,-27.7,9,34.7,4,43.6,1.0
미국,XLV US,헬스케어,"-0.1% 보합, 주간-3.1%로 부진 지속하나 신고6/신저1로 개별 차별화",-0.1,-3.1,0.1,12.5,5.6,8,14.5,6,2.5,10,2.1,8,-2.1,4,26.0,7,13.3,5.0
미국,XLF US,금융,"+0.9%, 순강도+29·신고29건으로 전 섹터 최강(12MF PER15.2·표본161)",0.9,0.5,3.1,12.6,6.6,7,14.9,5,30.6,2,12.0,7,-10.6,6,34.8,3,-1.7,9.0
미국,XLY US,경기소비재,"+0.1% 보합이나 웨이페어+30% 등 개별 실적주 강세, 주간+5.2%",0.1,5.2,0.2,0.7,-0.5,10,7.4,9,26.5,3,39.6,3,-36.3,10,27.9,5,29.6,2.0
미국,XLC US,커뮤니케이션,"+0.6% 소폭 강세, 순강도-1로 신고저는 중립(3M-3.2%로 여전히 부진)",0.6,2.2,1.7,-3.2,-4.3,11,23.1,2,34.7,1,52.8,2,-37.6,11,16.0,11,26.9,3.0
미국,XLI US,산업재,"+1.8%, 순강도+6·지브라+26% 실적 호조. 산업서비스는 신저3으로 혼조",1.8,2.1,0.5,9.3,20.8,3,19.3,3,17.3,6,18.1,4,-5.6,5,21.1,8,10.9,6.0
미국,XLP US,필수소비재,"+0.6%, 순강도+2 완만한 강세. 주간-1.9%로 방어주 소외 지속",0.6,-1.9,1.5,2.9,11.3,6,1.5,11,12.2,7,-0.8,10,-0.8,3,17.2,10,10.1,7.0
미국,XLE US,에너지,"-0.5% 약세, 엔브리지 신저. 단 1M+10.1%로 중기 모멘텀은 상위",-0.5,1.7,10.1,-0.8,32.7,1,7.9,8,5.6,8,-0.6,9,64.3,1,53.3,1,-32.7,11.0
미국,XLU US,유틸리티,"-0.6%, 신저7건으로 최약. NRG EPS 미스(-15.5%)가 섹터 투심 훼손",-0.6,-3.1,-2.6,-4.3,4.7,9,16.0,4,23.3,4,-7.2,11,1.4,2,17.7,9,0.5,8.0
미국,XLB US,소재,"+1.9%로 당일 2위, 비에너지광물 순강도+2. 단 주간-0.6%로 추세는 미확인",1.9,-0.6,0.0,3.0,15.6,4,9.9,7,0.1,11,12.5,5,-12.3,7,27.4,6,20.5,4.0
미국,XLRE US,리츠,"-0.0% 보합, 신고저 무등재. 주간-1.8%로 금리 민감 섹터 소외",-0.0,-1.8,2.0,3.4,13.7,5,2.6,10,5.1,9,12.4,6,-26.2,8,46.1,2,-2.2,10.0
일본,1617 JP,식품,,0.6,-4.4,-2.1,7.0,16.0,7,11.8,15,8.8,14,22.3,13,6.4,10,5.6,11,-3.4,9.0
일본,1618 JP,에너지자원,,0.2,-3.4,2.7,-5.4,12.5,9,41.4,6,29.9,3,37.2,3,23.6,2,39.3,1,-29.0,17.0
일본,1619 JP,건설·자재,,1.0,0.2,-9.8,-5.8,8.0,10,42.0,3,21.6,6,32.0,9,-2.4,12,12.6,8,-6.1,11.0
일본,1620 JP,소재·화학,,1.0,1.3,-6.1,1.0,19.8,6,8.6,17,3.9,16,23.1,12,-9.4,14,2.1,14,8.6,5.0
일본,1621 JP,의약품,,0.6,-6.4,-4.1,-4.0,0.0,15,9.7,16,10.8,13,0.5,17,16.4,4,-8.4,17,4.6,6.0
일본,1622 JP,자동차·운송기기,,0.8,-7.8,-0.1,3.3,-4.6,16,13.5,14,16.4,11,40.5,2,-10.7,16,27.8,3,0.7,8.0
일본,1623 JP,철강·비철,,4.1,15.7,-3.8,-15.5,45.3,1,68.8,1,20.6,8,35.0,4,16.1,5,20.8,7,-8.6,12.0
일본,1624 JP,기계,,0.5,5.5,-6.2,-5.7,20.7,5,31.1,8,22.3,5,33.9,6,-9.9,15,7.5,9,17.7,3.0
일본,1625 JP,전기·정밀,,3.0,11.8,-5.2,10.8,34.6,3,27.5,9,17.9,10,33.7,7,-23.0,17,25.0,5,26.2,1.0
일본,1626 JP,정보통신·서비스,,1.8,-1.7,1.9,8.3,6.4,11,13.9,13,21.0,7,17.9,15,-5.9,13,3.5,13,21.9,2.0
일본,1627 JP,전력·가스,,0.2,-2.6,-0.6,-4.1,1.6,14,37.4,7,6.3,15,35.0,4,13.2,7,-8.3,16,-10.7,13.0
일본,1628 JP,운수·물류,,-0.1,-6.9,0.8,2.4,1.8,13,19.9,11,-0.0,17,19.0,14,13.1,8,4.7,12,-17.1,16.0
일본,1629 JP,상사·도매,,-0.2,-1.5,3.3,-6.8,14.7,8,41.5,5,20.1,9,42.0,1,21.3,3,29.2,2,1.9,7.0
일본,1630 JP,소매,,0.6,-5.3,-1.2,5.7,3.5,12,16.8,12,23.4,4,16.4,16,10.2,9,-4.4,15,8.7,4.0
일본,1631 JP,은행,,0.6,-3.0,0.2,17.2,41.2,2,44.8,2,50.4,1,33.2,8,38.3,1,26.7,4,-16.3,15.0
