시장,티커,섹터,코멘트,1D,1주,1M,3M,YTD26,순위26,YTD25,순위25,YTD24,순위24,YTD23,순위23,YTD22,순위22,YTD21,순위21,YTD20,순위20
미국,XLK US,테크,"보합(+0.1%). SW·IT서비스는 신고 우위(순강도+2), 반도체·전자하드웨어는 신저 다발(-2)로 내부 혼조. 주간 -3.1%.",0.1,-3.1,-5.3,14.0,22.3,2.0,24.6,1.0,21.6,5.0,56.0,1.0,-27.7,9.0,34.7,4.0,43.6,1.0
미국,XLV US,헬스케어,"약세(-1.1%). 제약·바이오 52주 신저 다발(순강도-2), AZN 임상3상 1차변수 실패(-2.6%)로 투심 악화. 서비스는 상대 견조.",-1.1,-1.3,6.1,7.5,3.8,8.0,14.5,6.0,2.5,10.0,2.1,8.0,-2.1,4.0,26.0,7.0,13.3,5.0
미국,XLF US,금융,"ETF는 소폭 하락(-0.4%)이나 은행·보험 신고가 6개로 시장 내 최다(순강도+6) — 개별 강세 지속, 방어 우위.",-0.4,-0.1,4.0,7.3,3.2,9.0,14.9,5.0,30.6,2.0,12.0,7.0,-10.6,6.0,34.8,3.0,-1.7,9.0
미국,XLY US,경기소비재,"약세(-0.7%). 소비서비스·소매 신저(각 순강도-1), 내구재는 무신호. 경기민감 소비 상대 부진.",-0.7,-1.2,-0.6,-4.6,-3.6,10.0,7.4,9.0,26.5,3.0,39.6,3.0,-36.3,10.0,27.9,5.0,29.6,2.0
미국,XLC US,커뮤니케이션,보합(+0.1%). WBD -3.8%(파라마운트·스카이댄스 딜 법원 중단명령) 등 미디어 신저로 섹터 순강도 약세(-1).,0.1,-0.7,1.7,-6.7,-5.3,11.0,23.1,2.0,34.7,1.0,52.8,2.0,-37.6,11.0,16.0,11.0,26.9,3.0
미국,XLI US,산업재,"약세(-0.7%). 자본재 신저, 링컨일렉트릭(용접) -2.9%·하니웰에어로 -4.3%. 운송·산업서비스는 신고로 혼재.",-0.7,-1.2,-0.6,2.9,15.4,3.0,19.3,3.0,17.3,6.0,18.1,4.0,-5.6,5.0,21.1,8.0,10.9,6.0
미국,XLP US,필수소비재,소폭 하락(-0.4%). 순강도 무신호(혼조) — 뚜렷한 촉매 없이 방어적 흐름.,-0.4,0.3,2.1,3.6,10.6,6.0,1.5,11.0,12.2,7.0,-0.8,10.0,-0.8,3.0,17.2,10.0,10.1,7.0
미국,XLE US,에너지,"강세(+0.5%). 에너지광물 신고 4개(순강도+4), 원유 인프라 PAA(파이프라인) 신고가 — 시장 약세 속 상대 강세.",0.5,2.1,6.7,6.1,31.4,1.0,7.9,8.0,5.6,8.0,-0.6,9.0,64.3,1.0,53.3,1.0,-32.7,11.0
미국,XLU US,유틸리티,"ETF 소폭 하락(-0.5%)이나 신고가 3개(순강도+3), AES 등 배당·재생에너지 개별 강세 — 방어 수요.",-0.5,-1.7,1.7,-2.0,6.7,7.0,16.0,4.0,23.3,4.0,-7.2,11.0,1.4,2.0,17.7,9.0,0.5,8.0
미국,XLB US,소재,섹터 내 최약(-1.0%). 비에너지 광물·금속 신저 다발(순강도-2). 주간·1개월도 마이너스로 약세 지속.,-1.0,-1.1,-3.5,-3.2,11.2,5.0,9.9,7.0,0.1,11.0,12.5,5.0,-12.3,7.0,27.4,6.0,20.5,4.0
미국,XLRE US,리츠,"소폭 조정(-0.4%). 금리 민감 방어섹터, 개별 신고/신저 신호 미미 — 특별 촉매 없음.",-0.4,1.2,3.8,2.6,13.8,4.0,2.6,10.0,5.1,9.0,12.4,6.0,-26.2,8.0,46.1,2.0,-2.2,10.0
일본,1617 JP,식품,,0.4,1.1,4.1,6.7,16.6,7.0,11.8,15.0,8.8,14.0,22.3,13.0,6.4,10.0,5.6,11.0,-3.4,9.0
일본,1618 JP,에너지자원,,4.5,4.1,2.9,-9.8,14.3,8.0,41.4,6.0,29.9,3.0,37.2,3.0,23.6,2.0,39.3,1.0,-29.0,17.0
일본,1619 JP,건설·자재,,1.0,-2.2,-5.5,0.2,10.4,10.0,42.0,3.0,21.6,6.0,32.0,9.0,-2.4,12.0,12.6,8.0,-6.1,11.0
일본,1620 JP,소재·화학,,0.3,0.8,-0.5,6.6,24.2,5.0,8.6,17.0,3.9,16.0,23.1,12.0,-9.4,14.0,2.1,14.0,8.6,5.0
일본,1621 JP,의약품,,0.8,2.6,7.2,-6.1,2.9,14.0,9.7,16.0,10.8,13.0,0.5,17.0,16.4,4.0,-8.4,17.0,4.6,6.0
일본,1622 JP,자동차·운송기기,,1.5,4.2,6.3,-4.2,-4.7,17.0,13.5,14.0,16.4,11.0,40.5,2.0,-10.7,16.0,27.8,3.0,0.7,8.0
일본,1623 JP,철강·비철,,2.8,-3.7,-22.5,-17.2,35.9,2.0,68.8,1.0,20.6,8.0,35.0,4.0,16.1,5.0,20.8,7.0,-8.6,12.0
일본,1624 JP,기계,,4.6,-1.5,-5.2,-3.9,19.0,6.0,31.1,8.0,22.3,5.0,33.9,6.0,-9.9,15.0,7.5,9.0,17.7,3.0
일본,1625 JP,전기·정밀,,1.8,-3.8,-10.1,12.5,30.2,3.0,27.5,9.0,17.9,10.0,33.7,7.0,-23.0,17.0,25.0,5.0,26.2,1.0
일본,1626 JP,정보통신·서비스,,1.1,-0.8,3.1,10.8,5.7,11.0,13.9,13.0,21.0,7.0,17.9,15.0,-5.9,13.0,3.5,13.0,21.9,2.0
일본,1627 JP,전력·가스,,3.1,3.3,2.1,-8.9,2.0,15.0,37.4,7.0,6.3,15.0,35.0,4.0,13.2,7.0,-8.3,16.0,-10.7,13.0
일본,1628 JP,운수·물류,,0.5,3.2,8.5,0.4,3.5,13.0,19.9,11.0,-0.0,17.0,19.0,14.0,13.1,8.0,4.7,12.0,-17.1,16.0
일본,1629 JP,상사·도매,,2.0,4.0,3.0,-7.7,13.1,9.0,41.5,5.0,20.1,9.0,42.0,1.0,21.3,3.0,29.2,2.0,1.9,7.0
일본,1630 JP,소매,,0.1,0.9,4.7,1.9,4.4,12.0,16.8,12.0,23.4,4.0,16.4,16.0,10.2,9.0,-4.4,15.0,8.7,4.0
일본,1631 JP,은행,,3.0,-0.6,6.1,18.8,44.1,1.0,44.8,2.0,50.4,1.0,33.2,8.0,38.3,1.0,26.7,4.0,-16.3,15.0
일본,1632 JP,금융(은행외),,3.9,2.9,6.3,13.7,28.9,4.0,21.4,10.0,49.0,2.0,27.2,10.0,13.7,6.0,22.6,6.0,-3.6,10.0
일본,1633 JP,부동산,,1.7,2.8,6.2,-8.8,0.6,16.0,41.6,4.0,13.9,12.0,23.6,11.0,4.4,11.0,6.8,10.0,-13.3,14.0
홍콩,2800 HK,항셍지수,,-0.1,2.9,5.3,-2.6,-0.3,1.0,32.8,1.0,24.8,2.0,-11.9,2.0,-14.4,1.0,-13.5,1.0,-1.2,1.0
